city,tmpc,dwpc,mslp,wdir,wspd,lat,lon,address
elizabeth,132.82157534246576,63.31929223744292,10179.113344887348,184.1492994230543,42.70205479452055,40.683,-74.169,"New Jersey Turnpike (TRUCK Lanes), Elizabeth, Union County, New Jersey, 07201, United States"
elizabeth city,171.52966223937574,129.49154702864467,10185.22249449497,165.87342518904026,47.49346012869499,35.78842857142857,-75.74,"Dare County, North Carolina, United States"
elizabethtown,125.25702212279394,81.64441958737261,,133.04726368159203,23.458955223880597,37.686,-85.925,"Addington Field / Elizabethtown Regional Airport, Ring Road, Elizabethtown, Hardin County, Kentucky, 42701, United States"
elk grove village,105.69753368348938,42.57102078100023,10176.989124146708,175.44163491513683,41.936393742149136,41.995,-87.934,"Agi Building (Lockheed Building), Elgin O'Hare Western Access (Segment 4), O'Hare, Elk Grove Village, Chicago, Jefferson Township, Cook County, Illinois, 60124, United States"
elk river,66.35599242065372,13.170673931067157,,137.65959966836434,25.10920288996802,45.56,-93.608,"Princeton Municipal Airport, Airport Road, Princeton, Mille Lacs County, Minnesota, 55371, United States"
elko,96.80013775685914,-27.02695823209534,10174.330220223683,131.67658127959209,25.060147771877165,40.829,-115.789,"Elko Regional Airport, I 80, Elko, Elko County, Nevada, 89801, United States"
elkton,132.23456790123456,,10186.17553006604,166.18860055607044,22.210379981464317,39.52,-75.8,"Buddy Boulevard, North Chesapeake City, Cecil County, Maryland, 21915, United States"
ellensburg,107.05980943634485,24.3961419221495,10171.68036317076,180.06265060240963,40.36473848285417,47.034,-120.53,"Bowers Field, Spring Valley Lane, Kittitas County, Washington, United States"
ellsworth,73.50029079911597,29.374054682955208,10170.321746254682,175.16565164433618,33.68327526132404,44.45,-68.367,"Hancock County–Bar Harbor Airport, All Seasons Way, Trenton, Hancock County, Maine, United States"
elmira,97.22609094032757,48.309312766202375,10179.226850217672,141.9311341199133,24.65273311897106,42.159,-76.892,"Elmira-Corning Regional Airport, Melvins Lane, Chemung County, New York, 14845, United States"
emmaus,122.6685110663984,74.57099275454429,,106.35840583777716,18.489158163265305,40.435,-75.382,"Quakertown Airport, Commerce Drive, Milford, Bucks County, Pennsylvania, 18951, United States"
emporia,127.36688756855575,67.23743144424131,10173.110353593715,177.7707896575821,44.6852978308275,38.329,-96.195,"Emporia Municipal Airport, Road 120, Emporia, Lyon County, Kansas, United States"
enid,146.67674196381768,86.78293711239256,10166.327934243925,163.98652494217308,47.422492670372286,36.358000000000004,-97.8585,"East Southgate Road, Enid, Garfield County, Oklahoma, 73701, United States"
enterprise,194.83537426394918,142.3177679712257,10176.31531099429,126.49678019555817,19.375147824960482,31.338600000000003,-86.0278,"Coffee County, Alabama, United States"
enumclaw,56.332155477031804,18.820965842167254,10182.74365580317,128.94077168837552,20.88892887129663,47.277,-121.337,"4100-154, Kittitas County, Washington, United States"
erie,108.21211772821339,52.693126591066886,10180.736334405145,180.55149812734084,42.99930627818245,42.08,-80.182,"West 12th Street, Millcreek Township, Erie County, Pennsylvania, 16505, United States"
escanaba,57.34428260852471,12.68862344891569,10178.380886236078,183.25746437112988,37.95779954642983,45.832833333333326,-86.605,"Michigan, United States"
estelle,215.22914528438716,166.80611385692723,10181.341930573903,144.31226277584773,42.13716283570021,29.166500000000003,-89.86162499999999,"Plaquemines Parish, Louisiana, United States"
eufaula,195.68679775280899,146.59679307116104,10181.517523786582,97.04382579933848,16.1461493239271,31.951,-85.129,"Weedon Field, North Eufaula Avenue, Hoboken, Columbus, Barbour County, Alabama, 36027, United States"
eugene,115.82364363221016,67.75865219874358,10187.614570146161,156.25161669606115,29.523651736745887,44.128,-123.221,"Lane County, Oregon, United States"
eunice,190.2516609392898,147.84077892325314,,84.35051546391753,12.844329896907217,30.75,-92.688,"Allen Parish Airport, Airport Road, Allen Parish, Louisiana, 71463, United States"
eureka,111.94045867453347,85.29468599033817,10189.346030783618,175.0828977853968,29.847142093888788,40.79566666666667,-124.17899999999999,"1141, Koster Street, Broadway, Eureka, Humboldt County, California, 95501, United States"
evans,159.74883552429867,99.42806046176406,,151.20508984584248,20.645966700903507,33.6574,-82.5728,"Wilkes County, Georgia, United States"
evanston,93.54313437951474,8.725477286336492,,209.13839722199066,60.61343055344624,41.93333333333333,-95.23500000000001,"T Avenue, Crawford County, Iowa, 51455, United States"
evansville,140.47672533580362,92.57728377908997,10183.817656084031,155.15416916616675,29.669027987457902,38.044,-87.521,"Eastview Drive, Evansville, Vanderburgh County, Indiana, 47725, United States"
ewing,129.8289368505196,70.01233299075025,10174.257056568707,181.5829027712541,31.456312900274472,40.277,-74.816,"Trenton Mercer Airport, 1100, Terminal Circle Drive, Ewing, Ewing Township, Mercer County, New Jersey, 08628, United States"
fairbanks,-31.79157059557942,-76.05262309180294,10138.519509653286,117.47648423438574,29.648410600782213,66.23558333333334,-145.78500000000003,"Unorganized Borough, Alaska, United States"
fairborn,118.78272463768116,66.9766902470138,10186.501346761916,153.88508812615956,32.25472463768116,39.833,-84.05,"Mustang Drive, Bath Township, Greene County, Ohio, 45433, United States"
fairfield,126.07820013739409,77.21557160876047,10188.57037815126,133.58802727961606,22.322910679388436,39.364,-84.525,"Butler County Regional Airport, Shadow Creek Drive, Shadow Creek, Hamilton, Butler County, Ohio, 45011, United States"
fairhope,201.47099033824296,168.4145196867482,10181.50017581606,133.26645921326144,37.61174791779418,30.337999999999997,-87.92399999999998,"Baldwin County, Alabama, United States"
fairmont,66.74191231948305,30.412955946285464,10180.669280411326,198.20130615869172,49.769695654146254,43.5255,-94.582,"30th Street, Martin County, Minnesota, 56031, United States"
fairview park,114.64094074666058,60.146706245005134,10187.790052662376,179.79935424354244,41.89052511415525,41.406,-81.852,"Cleveland Hopkins International Airport, 5300, Riverside Drive, Riverside, Cleveland, Cuyahoga County, Ohio, 44135, United States"
fajardo,271.8247307835128,240.4867980661956,10168.275481611208,90.23590851791825,37.787093314265285,18.255,-65.641,"Airport Drive, Machos, Ceiba, Puerto Rico, 00735, United States"
fall river,116.10291396854764,,10171.55313005313,192.05634453296386,51.16210599237963,41.7,-71.17,"81, Ferry Street, Fall River, Bristol County, Massachusetts, 02724-0300, United States"
fallon,104.62490286043206,-40.04750403667895,10161.000247348813,156.45351178065738,27.009507423133357,39.37425,-118.27925,"Churchill County, Nevada, United States"
falmouth,116.65644000186704,80.29139156932453,10170.202906775296,123.78726522426626,30.11260074099538,41.43533333333334,-70.63333333333333,"West Tisbury, Dukes County, Massachusetts, 02568, United States"
fargo,55.002055968018276,4.993490178163545,10177.111726685134,187.85854616895875,47.524306351754184,46.925,-96.811,"Hector International Airport, 28th Avenue North, Fargo, Cass County, North Dakota, 58105, United States"
faribault,95.18030050083472,47.96293204207714,,114.89504617968095,22.06765150243411,44.333,-93.317,"Shieldsville Boulevard, Shieldsville, Rice County, Minnesota, 55021, United States"
farmington,126.9731065763471,23.162733554865465,10174.202841802615,155.42539811483542,32.797035716000806,37.2525,-99.32849999999999,"1854, US 160;US 183, Comanche County, Kansas, 67029, United States"
fayetteville,166.2682267590733,107.40088958245164,10183.080546025227,144.22379432414277,28.080403195843775,35.327,-82.74775,"Clawhammer Road, Transylvania County, North Carolina, United States"
fergus falls,52.83614424994936,6.349322856608441,,163.92067902917447,35.3434445849406,46.64966666666667,-95.972,"Henry Hill Lane, Otter Tail County, Minnesota, United States"
fernandina beach,216.15492137449039,,10195.460427498556,167.80445573127093,24.668244257185734,30.67,-81.47,"South Front Street, Fernandina Beach, Nassau County, Florida, 32035, United States"
ferndale,102.81120155509659,,10171.632199861207,149.24838112858464,38.464037927844586,48.863,-122.758,"BP Cherry Point Refinery Pier, Jackson Road, Whatcom County, Washington, United States"
ferry pass,201.1133857918207,152.96467066503382,10179.465686292442,159.44585076982293,31.195652619658336,30.577799999999996,-87.074,"Gulf Road, Santa Rosa County, Florida, 32583, United States"
fillmore,150.29605186986223,6.3017751479289945,10155.712055715658,221.58053975553673,59.911056853854205,34.744,-118.724,"Misty Ridge Drive, California, United States"
findlay,114.05988571428571,60.404688393367636,10175.515253450876,176.6431218156554,42.49227069735486,41.014,-83.669,"County Road 76, Hancock County, Ohio, 45840, United States"
flagstaff,121.84119875990355,-38.84774371339993,10166.012405237767,154.65217391304347,35.939028591112645,35.217,-111.817,"Coconino County, Arizona, United States"
flint,96.46575173095944,45.614128417666706,10179.356139902988,179.1495785633413,37.41995790516281,42.967,-83.749,"Flint, Genesee County, Michigan, United States"
florence,157.28866689137968,101.59796954744178,10183.004126635751,164.93548758758834,34.42568854771824,36.616,-82.2015,"Nininger Road, Belle Meadows, Bristol, Virginia, 24201, United States"
florham park,104.34608184006419,70.89132762312634,,108.0015197568389,17.446555217831815,40.8,-74.417,"Black Meadows Preserve, S. Ridgedale Avenue, Florham Park, Morris County, New Jersey, 07936, United States"
forest acres,186.93105426178732,118.2993002179649,10188.184179733209,106.36074197120709,17.144870609981517,33.971,-80.996,"Jim Hamilton - L. B. Owens Airport, Frasier Street, Arthurtown, Richland County, South Carolina, 29201, United States"
forest hills,98.22959241922594,44.71642644703729,10177.710891770917,176.90197893762297,40.917513995201645,42.883,-85.524,"B7, Cascade Charter Township, Kent County, Michigan, 49512-2049, United States"
forestville,138.32088167053365,78.28178654292343,10189.680348710497,171.55330775491223,35.80250492867911,38.817,-76.867,"Zugangsweg 1, Westphalia, Prince George's County, Maryland, 20762, United States"
fort carson,96.07817955112219,-41.576796973518285,10050.018396165306,162.26292834890967,32.253707165109034,38.75,-104.85,"Colorado Springs, El Paso County, Colorado, United States"
fort dix,126.87200278003012,74.26424930491196,10171.900049055677,173.90623186723917,34.026635784597566,40.017,-74.6,"Pointville, New Hanover Township, Burlington County, New Jersey, 08640, United States"
fort dodge,83.0365556458164,41.318672391783686,10206.535822637106,167.16399951871014,35.713141397724634,42.55,-94.183,"Webster County, Iowa, United States"
fort frances,33.47531992687386,-13.718392120934494,10179.448864939233,165.6755126658625,29.930245854774157,48.561,-93.398,"Ut 8, Koochiching County, Minnesota, 56649, United States"
fort morgan,98.53129711075597,10.97016352230833,10164.788508339449,185.31251204750123,46.25714601803401,40.0165,-103.79125,"County Road 19, Twelvemile Corner, Morgan County, Colorado, United States"
fort myers,238.50092785896544,,10176.22142526608,140.18854829381146,26.141816078658184,26.65,-81.87,"Edison Bridge South, River District, Fort Myers, Lee County, Florida, 33901, United States"
fort myers beach,265.36579032781566,,10174.04705882353,131.54595647937643,38.29876863253403,26.4,-81.88,"Service Road, Bonita Springs, Lee County, Florida, United States"
fort payne,151.29071555292725,98.65807990459153,,85.4514657980456,14.812377850162866,34.474,-85.721,"Isbell Field, Houston Loop Road West, Fort Payne, DeKalb County, Alabama, 35968, United States"
fort pierce,231.0557778031775,190.49502800320036,10181.143886564389,132.39794127968185,30.567246111619397,27.498,-80.377,"Curtis King Boulevard, St. Lucie County, Florida, 34946, United States"
fort smith,165.00420023224885,103.58549686369383,10174.818897637795,112.90482228674671,20.57749216871662,35.04871428571429,-94.51671428571429,"Le Flore County, Oklahoma, United States"
fort thomas,128.5941532488295,86.42178738986154,10187.566086245179,130.51989578398863,25.619744058500913,39.103,-84.419,"Cincinnati Municipal Airport – Lunken Field, 262, Wilmer Avenue, Linwood, Cincinnati, Hamilton County, Ohio, 45226-1834, United States"
fort wayne,117.54075176777074,74.90485051482446,10181.495392278954,178.0930817610063,40.24624736385064,40.971,-85.206,"Winters Road, Nine Mile, Allen County, Indiana, 46783, United States"
fountain,105.94118350268978,-24.741534043316978,10169.89556509299,184.56174101238426,39.300980157781495,38.678,-104.757,"Butts Army Airfield, Butts Road, El Paso County, Colorado, United States"
frankfort,138.29669827487717,81.0388438249743,10182.09130080354,155.6568428588474,27.097401103955843,38.185,-84.903,"Minuteman Parkway, Frankfort, Franklin County, Kentucky, 40601, United States"
frederick,102.79652173913044,57.03239289446186,,109.68847352024922,18.47210743801653,39.417,-77.383,"Frederick Bayrunner Office, Hughes Ford Road, Frederick, Frederick County, Maryland, 21701, United States"
fredericksburg,189.81640654470849,109.34782948658093,,116.33597372106155,24.318218550800914,30.513499999999997,-98.786,"Llano County, Texas, United States"
freeport,233.0011474529474,,10179.11548963295,148.79375636233397,48.60830022649657,27.816499999999998,-87.15,
fremont,93.08610410456318,48.634222017926916,10169.958573736441,192.89103384114432,44.15225628660007,41.764,-96.178,"Tekamah Municipal Airport, County Road 41, Burt County, Nebraska, 68061, United States"
friendswood,212.3259750657669,169.6439437264097,10175.550295173052,126.38696824094691,29.376617428146112,29.519,-95.242,"Pearland Regional Airport, CR 125, Brazoria County, Texas, 77546:77581, United States"
fullerton,123.41297867461591,57.563682219419924,10182.17281323877,172.96907940969783,31.767071494042163,40.65,-75.448,"Lehigh Valley International Airport, Airport Road, Hanover Township, Northampton County, Pennsylvania, 18109, United States"
fulton,93.44574847543436,36.94824399260629,10177.352475247524,172.2288376909138,30.002655275917803,43.35,-76.385,"Oswego County Airport, Howard Road, Town of Volney, Oswego County, New York, 13069, United States"
gainesville,169.05051837489637,111.82324669515174,10190.54749384574,144.15140084356963,28.455276047290948,33.398,-88.05216666666666,"900, Kelly McDaniel Road, Pickens County, Alabama, 35481, United States"
galena park,216.29814398865113,,10165.743625405656,165.0573647004288,22.97821300266543,29.726,-95.266,"East Loop South, Manchester, Houston, Harris County, Texas, 77547, United States"
galesburg,105.17122815087397,59.01517939282429,,151.38406713415336,31.900218415909876,40.933,-90.433,"Galesburg Municipal Airport, US 34;IL 110, Surrey, Galesburg, Warren County, Illinois, 61402, United States"
gallup,105.32908339076499,-39.86703347088491,10137.372356408183,133.7391930835735,31.508121184195367,35.514,-108.794,"West Historic Highway 66, Gallup, McKinley County, New Mexico, 87301, United States"
galveston,222.93059502674586,182.61042979942692,10172.367887353308,158.7356186615476,47.98965003764173,29.342599999999997,-94.74359999999999,"Beachtown, Galveston, Galveston County, Texas, 77555, United States"
gananoque,,,10169.85438822017,0.0,0.0,44.333,-75.933,"U.S. Coast Guard - Station Alexandria Bay, Jefferson County, New York, 13607, United States"
gantt,169.62750716332377,141.2106017191977,,104.87765089722676,16.413539967373573,34.758,-82.376,"Donaldson Center Airport, Firehouse Street, Greenville County, South Carolina, 29605, United States"
garden acres,171.8181818181818,77.71559109080525,10157.163966448352,215.55004721435316,31.97893049353029,37.889,-121.226,"Regional Sports Complex, 99 Frontage Road, San Joaquin County, California, 95213, United States"
garden city,125.21059342351258,37.9169136474237,10162.35885928887,175.98737615092898,47.767085118322974,39.25625,-104.76624999999999,"Lake Gulch Road, Douglas County, Colorado, United States"
gardner,129.87561393489435,71.58320959451741,10174.687935034803,182.61484918793502,42.73874285714286,38.832,-94.89,"New Century AirCenter, Mission Woods Drive, New Century, Johnson County, Kansas, 66030, United States"
gastonia,168.4599885518031,106.84430452203777,10186.551994466221,95.3602419142782,18.698202350772068,35.197,-81.156,"Union Road, Lake Wood, Gastonia, Gaston County, North Carolina, 28056, United States"
geneva,97.71558245083207,43.02848138204739,10178.544164977948,193.18013343217197,31.983574546289915,42.643,-77.056,"2262, Kimball Road, Penn Yan, Milo, Yates County, New York, 14527, United States"
georgetown,160.02387860665254,114.07813484698343,10184.177496736425,176.64021486652405,37.15653223872474,36.20011111111111,-80.63533333333334,"State Road 1588, Yadkin County, North Carolina, 27011-8436, United States"
gilbert,217.35108846688283,28.303803339517625,,154.85703848027276,31.513840428006514,33.3,-111.667,"Arizona Aircraft Accessories, East Velocity Way, Mesa, Maricopa County, Arizona, 85212, United States"
gilford,86.39509733237203,32.132179764479694,10185.519034917555,158.83111954459204,27.750270660411402,43.567,-71.433,"1508, Lake Shore Road, Gilford, Belknap County, New Hampshire, 03249, United States"
gillette,76.17644336457249,4.891319444444444,10158.913739914571,194.96265960009637,46.53393612024425,44.339,-105.542,"34, Airport Road, Campbell County, Wyoming, United States"
girard,104.75348571428572,58.54137142857143,10181.42747826087,182.41451744660986,36.59782857142857,41.255,-80.674,"Youngstown–Warren Regional Airport, Ridge Road, Trumbull County, Ohio, 44473, United States"
glen allen,147.56968243088875,94.5579561042524,10189.412469747609,126.04337152209493,20.473805677359795,37.708,-77.434,"Hanover County Municipal Airport, Sliding Hill Road, Poindexters, Hanover County, Virginia, 23005, United States"
glendive,56.139658881139404,-5.083714294871939,10175.654904439134,169.92367904509635,40.751097046788864,47.195,-104.87466666666666,"Dawson County, Montana, 59330, United States"
glens falls,83.32666819012798,37.605302251171295,10178.574110787173,134.84135347149046,23.816141957641673,43.338,-73.61,"Floyd Bennett Memorial Airport, Cobblestone Drive, Butternut Hill, Queensbury, Warren County, New York, 12804, United States"
glenwood springs,56.9014448549334,-55.464712618065995,10166.225384374842,155.31263751480864,29.36045833873503,39.36966666666667,-106.70166666666665,"Eagle County, Colorado, United States"
golden gate,,,,0.0,0.0,25.704,-81.2155,"Monroe County, Florida, United States"
goldsboro,173.37368358774108,115.07963554608922,10186.74613959234,144.375,27.89247438464256,35.344,-77.965,"Humphrey Street, Goldsboro, Wayne County, North Carolina, 27533, United States"
goleta,157.88226544622427,103.6017405244475,10151.196308335268,129.23104349893035,22.74105504587156,34.426,-119.843,"Santa Barbara Municipal Airport, Ward Memorial Boulevard, Isla Vista, Santa Barbara County, California, 93106, United States"
goshen,102.75750286368843,59.06495589414595,10180.156608187135,174.1641372869484,39.735849056603776,41.533,-85.783,"Lincolnway East, Goshen, Elkhart County, Indiana, 46526, United States"
graham,178.48740568775392,98.96300393313668,,127.39786443825442,25.873026926648098,33.11,-98.555,"Graham Municipal Airport, 1810, 4th Street, Graham, Young County, Texas, 76450, United States"
grand forks,48.73260977530281,0.649976777723618,10177.306638391781,190.46848043886382,44.84585965811186,47.99233333333333,-96.92233333333333,"40954, 120th Street Southwest, Polk County, Minnesota, 56721, United States"
grand island,91.46083251204061,41.311338718744594,10176.159942348484,180.49544007544307,42.35597762368766,41.40233333333333,-98.73666666666666,"487th Avenue, Greeley County, Nebraska, United States"
grand junction,127.72951855681949,-20.75964528388806,10149.138604651163,150.47977985163914,34.113094552574,39.134,-108.54,"RW 11 G/S, Landingview Lane, Grand Junction, Mesa County, Colorado, 81506, United States"
grand prairie,193.08036027605567,107.01076275152083,,160.004446004446,32.33669520347133,32.699,-97.047,"Grand Prairie Municipal Airport, 3116, South Great Southwest Parkway, Grand Prairie, Tarrant County, Texas, 75052, United States"
grants,109.82726522917403,-44.96631727711695,,206.10718492343935,35.63934040047114,35.165,-107.902,"Grants-Milan Municipal Airport, Aspen Avenue, Milan, Cibola County, New Mexico, 87021, United States"
grants pass,113.694865722358,67.18323958916942,10194.181153544803,129.82276701370165,22.54975309658476,42.1792,-124.1048,"Curry County, Oregon, United States"
grass valley,118.31621372639337,-9.70941352690402,10152.41571699905,124.37592968221772,25.003358036127835,39.277,-120.71,"Blue Canyon-Nyack Airport, Airport Road, Placer County, California, 95701, United States"
great bend,155.0240543198611,87.81067043280369,10160.518144403308,147.39960894846857,43.27580236368748,38.198166666666665,-98.85383333333334,"Northwest 60th Street, Stafford County, Kansas, United States"
great falls,62.02609932300237,-20.53904680416956,10172.027265270994,182.43104977141292,44.77986725016267,47.489,-111.35819999999998,"Cargo Ramp, City View Lane, Cascade County, Montana, United States"
great neck,120.49756560978506,,10188.328660797035,168.5168513388735,43.149469067405356,40.8,-73.77,"Queens County, New York, United States"
greeley,95.24584520417854,3.7191504508780255,10174.63802272178,152.763305496697,33.261664490086666,40.436,-104.632,"Greeley-Weld County Airport, Crosier Avenue, Greeley, Weld County, Colorado, United States"
green,112.78287671232877,54.018150684931506,10182.175241157556,189.26860317092928,39.980707762557074,40.918,-81.444,"Akron-Canton Airport, 5400, Lauby Road, North Canton, Jackson Township, Stark County, Ohio, 44720, United States"
green river,103.4752,-31.486569893702136,10164.261825296351,163.45608360288628,23.975794251134644,40.443,-109.513,"800 South, Vernal, Utah, 84078, United States"
greensburg,109.12122577737719,71.785768242937,,153.7555932726431,30.595670602482592,40.283,-79.4,"Lincoln Highway, Saint Vincent Shaft, Unity Township, Westmoreland County, Pennsylvania, 15650, United States"
greenville,170.2824433677253,107.18869555638206,10187.842430405739,139.7064671345833,28.56928679261487,34.368142857142864,-86.08185714285715,"County Road 360, Five Forks, DeKalb County, Alabama, 35975, United States"
greenwood,169.16606263614597,119.87037699415013,10187.162797290779,131.97067044059958,24.410118845554518,33.998,-84.80166666666668,"2390, Gulledge Road, Hasford Estates, Beverly Estates, Paulding County, Georgia, 30132, United States"
grinnell,92.023605646841,46.759430687340895,,170.5276556352696,39.290210599398286,41.717,-92.7,"436, 400th Avenue, Grinnell, Poweshiek County, Iowa, 50112, United States"
grosse ile,99.43567083668083,55.541489727992655,,169.0142791340396,32.025333947489635,42.099,-83.161,"Grosse Ile Municipal Airport, Wilber Road, Grosse Ile Township, Wayne County, Michigan, 48138, United States"
grosse pointe woods,98.84309647602542,,10181.001962142198,185.1719759926131,39.944367497691594,42.467,-82.867,"Grosse Pointe Shores, Wayne County, Michigan, United States"
groton,114.46366881962214,69.01383484870249,10177.828154097646,159.52622353093102,32.852447676816745,41.21600000000001,-72.01057142857142,"Suffolk County, New York, United States"
grove city,106.65371484311494,70.75491949910554,,163.46216303994802,28.61610912633972,39.9,-83.133,"Bolton Field, 2000, Norton Road, Columbus, Prairie Township, Franklin County, Ohio, 43228, United States"
gulfport,209.64369266055047,161.03509174311927,10178.976557898457,148.26348010360255,30.469949725776964,30.412,-89.081,"Virginia Avenue, Gulfport, Harrison County, Mississippi, 39501, United States"
guthrie,157.6807409111827,86.48181818181818,10169.28791922943,155.07923067618242,38.07695841948082,35.852,-97.414,"Guthrie-Edmond Regional Airport, East Industrial Road, Guthrie, Logan County, Oklahoma, 73044, United States"
guttenberg,131.40082219938336,62.38236637734125,10178.85643680866,119.07578997386553,20.38500554763037,40.779,-73.969,"Belvedere Castle, 79th Street Transverse Road, Manhattan, New York County, New York, 10024, United States"
guymon,138.5722184524886,42.5128503905,,182.42207779564282,52.370072314639486,37.19433333333333,-101.83299999999998,"13, Morton County, Kansas, United States"
hackettstown,130.3053780926937,,10185.64887964888,191.81545213073102,27.094237209839473,40.8,-74.75,"Columbia Trail / Patriot's Path, Naughright, Washington Township, Morris County, New Jersey, 07853, United States"
hagerstown,132.41745687192963,66.8258086638473,10194.558536298387,185.09987151033758,33.05245714285714,39.706,-77.73,"Hagerstown Regional Airport, Jarkey Drive, Washington County, Maryland, 21742, United States"
hailey,66.73378509196515,-15.274980635166537,,233.23474723997677,32.744528374975786,43.5,-114.3,"248, Broadford Highlands Lane, Hailey, Blaine County, Idaho, 83333, United States"
haines junction,48.958692961880836,-32.40809539333765,10134.051330086326,71.87131158014785,11.424149262885965,60.48625,-140.67525,"Yukon, Unorganized, Yukon, Canada"
hamburg,95.21810397553517,,10173.800254305861,0.0,0.0,42.683,-79.05,"Erie County, New York, 14006, United States"
hamilton,72.01351510165706,-3.9099353321575543,10188.656290531777,101.2097971301336,14.98070815198212,45.117,-113.883,"Lemhi County, Idaho, United States"
hampton,177.7560829974623,,10181.636666888264,90.40707434052757,28.520083932853716,36.966499999999996,-76.3235,"Paul Merwin Way, Norfolk, Virginia, 23511-2896, United States"
hamtramck,103.1545412948982,43.26652939830702,10180.404288639922,176.1807172799255,36.21825260506126,42.409,-83.01,"11101, French Road, Airport Sub, Detroit, Wayne County, Michigan, 48234, United States"
hanahan,195.6538417627583,145.1535388127854,10185.830052643625,159.4189031505251,35.172488584474884,32.899,-80.041,"Charleston International Airport, South Aviation Road, North Charleston, Charleston County, South Carolina, 29416, United States"
hanford,182.5587932807679,81.95691920923323,10160.59695466605,189.19062964799207,22.157151062607696,36.319,-119.629,"Hanford Municipal Airport, 3rd Street, Shell, Hanford, Kings County, California, 93230, United States"
harlingen,231.7604845160553,184.31375685557586,10155.27777123336,161.54477353924167,51.55547929535575,26.228,-97.654,"Valley International Airport, Bob Youker Street, Harlingen, Cameron County, Texas, 78550, United States"
harrisburg,133.97344231313528,84.9549509057198,10185.384606547961,154.57668110276867,28.305293517019678,38.705666666666666,-84.50766666666665,"279, Bell Road, Knoxville, Pendleton County, Kentucky, 41097, United States"
harrison,145.65788569465124,87.85270873897606,10176.571162574188,174.17252472298344,31.42183908045977,36.267,-93.157,"18/36, Airport Road, Harrison, Boone County, Arkansas, 72601, United States"
harrisonburg,121.3434832756632,71.3239907727797,,109.09968954812004,18.403127515235138,38.264,-78.896,"Shenandoah Valley Regional Airport, Little Run Road, Augusta County, Virginia, 24486, United States"
harrisonville,133.64539504441328,71.15708274894811,,130.81855225311602,26.409995206136145,38.611,-94.342,"Lawrence Smith Memorial Airport, Southeast Outer Road, Harrisonville, Cass County, Missouri, 64701, United States"
hartford,84.18257688350292,24.1192272519433,10171.351006791374,127.2953268794072,19.642988084326305,43.626,-72.305,"Lebanon Municipal Airport, 5, Airpark Road, Lebanon, Grafton County, New Hampshire, 03784, United States"
harwich,109.56940477550555,69.20253018976423,10178.67401816252,163.62600536193028,32.97318448613189,41.688,-69.993,"Chatham Municipal Airport, Old Colony Rail Trail, Harwich, Barnstable County, Massachusetts, 02659, United States"
hastings,101.98618406028774,45.46974195021694,10174.226576005532,178.05730258560448,44.983465380640716,40.601,-98.426,"West 12th Street, Hastings, Adams County, Nebraska, 68902, United States"
hattiesburg,187.91004688763215,144.94049173183768,10186.191634824292,125.54320245116612,21.71748544490779,31.40533333333333,-89.30633333333333,"2, McPhail Road, Forrest County, Mississippi, 39401, United States"
havelock,160.87513425046595,117.6604690294048,10194.25814373861,172.43164251302622,45.161687209976435,34.698,-76.69814285714286,"2299, East Fort Macon Road, Carteret County, North Carolina, 28512, United States"
havre,52.78272789581906,-17.500858221764503,10170.525593728384,173.39189505739049,43.78316706799679,48.543,-109.763,"Havre City/County Airport, 9th Street West, Hill County, Montana, United States"
hayden,64.18666821690738,-1.3743193326431609,10169.349475873152,146.4387472698286,27.26250052699935,47.612,-116.231,"Coeur d'Alene River Road, Linfor, Shoshone County, Idaho, 83850, United States"
hays,115.73116066323614,47.24402788890159,10168.24154254705,174.50588655012487,42.23492990654206,39.376,-99.83,"Hill City Municipal Airport, Airport Road, Graham County, Kansas, 67642, United States"
hazelwood,141.48845186370912,78.30562542876744,10179.185111604535,181.70237540754542,39.148296364052136,38.753,-90.374,"St. Louis Lambert International Airport, 10701, Lambert International Boulevard, St. Ann, Saint Louis County, Missouri, 63145, United States"
helena,101.14033739748187,30.426208808348026,10187.930378945834,174.33785849462276,34.84079582014871,42.41733333333334,-103.66333333333334,"Sioux County, Nebraska, United States"
henderson,138.32643484538562,91.4195450716091,10195.281234866829,161.7417193896539,32.42414710863779,37.8,-87.683,"Jarboe Lane, Henderson County, Kentucky, United States"
hershey,114.20115077501174,61.99704526651696,10187.41500060584,128.08495740459796,21.912117332091725,40.433,-76.567,"Fisher Avenue, East Hanover Township, Lebanon County, Pennsylvania, 17077, United States"
hibbing,41.39595442731292,-5.595849229762377,10184.855059958043,143.09705480124757,22.06404653592053,47.71228571428571,-92.88614285714286,"Saint Louis County, Minnesota, United States"
highland springs,153.24540367705836,97.03071828251684,10190.077673244608,160.39415204678363,33.65482986983329,37.512,-77.323,"Richmond International Airport, 1, Richard E Byrd Terminal Drive, Henrico County, Virginia, 23250, United States"
hillsboro,154.8814616403792,99.0307084503915,10181.568414849735,150.38306786474143,30.698887887926823,38.8125,-110.023,"Grand County, Utah, United States"
hilo,220.41424485482798,145.5108345488186,10147.213026330497,164.09284892834006,30.137838392266733,19.78071428571429,-155.59114285714284,"Daniel K. Inouye Highway, Hawaiʻi County, Hawaii, United States"
hilton head island,199.25355308730443,152.42272347535504,,141.93010683485647,31.474523438436638,32.217,-80.7,"15, Dillon Road, Wood Lake, Port Royal, Hilton Head Island, Beaufort County, South Carolina, 29926, United States"
